,poi_id,name,review_count,rating,price,distance,full_address,station_id
29,e3zai01B4k-qNfMUGp4JMg,La Toscana,1,5.0,,124.99153490054017,"['Carrer Neopatria, 87', '08030 Barcelona', 'Spain']",5c10c2dba1c5a8e8d9dcbb251fd8eab7
30,Agqd2iwgC28vsSYDVc1cpw,Fruhling,2,3.5,€,185.77887919245745,"['Rambla Onze de Setembre, 33', '08033 Barcelona', 'Spain']",5c10c2dba1c5a8e8d9dcbb251fd8eab7
31,rOiwFoXOZTp1yxVLCyC7Dg,Öuzo,1,5.0,,316.56030168410075,"['Rambla de Fabra i Puig, 66', '08030 Barcelona', 'Spain']",5c10c2dba1c5a8e8d9dcbb251fd8eab7
32,6V56jARxhsLSAZm37ndlGw,Restaurante Raco De L'Avi Melcior,2,4.0,€€,269.48022797662736,"['Carrer Santa Coloma, 2', '08030 Barcelona', 'Spain']",5c10c2dba1c5a8e8d9dcbb251fd8eab7
33,P7Cloffa4aU62FzVr-tZNg,Egarri,10,3.5,€€,961.3771422064589,"['Passeig de Fabra i Puig, 159', '08016 Barcelona', 'Spain']",dedcd93fbe85671e73c79baf58bd7fed
34,iA6NRaTOSsXdaXylVo1ObA,Can Roca,9,4.0,€€€,424.0702019859145,"['Carrer Gran de Sant Andreu, 209', '08030 Barcelona', 'Spain']",5c10c2dba1c5a8e8d9dcbb251fd8eab7
35,b6CTrnhzquhrFoU7jF5emQ,Txapeldun,3,4.5,€€,961.3771422064589,"['Passeig de Fabra I Puig, 159', '08016 Barcelona', 'Spain']",dedcd93fbe85671e73c79baf58bd7fed
36,e6bRub-8J0j5PDm55UNASA,Toca Teca,3,4.5,€,1043.8640087745605,"['Carrer Garcilaso, 172', '08027 Barcelona', 'Spain']",dedcd93fbe85671e73c79baf58bd7fed
37,Cf9JSS4N1ANbwQ1URn3Jjw,La Tapadera,1,4.0,,203.5043447387483,"['Carrer del Doctor Santponç, 48', '08030 Barcelona', 'Spain']",5c10c2dba1c5a8e8d9dcbb251fd8eab7
38,a_vxwXFCQnf_qLvU740cTw,Versalles,11,3.5,€€,589.9203766254466,"['Carrer Gran de Sant Andreu, 255', '08030 Barcelona', 'Spain']",5c10c2dba1c5a8e8d9dcbb251fd8eab7
39,EizEqw83iFDspKv5ZvHxtw,L'Empanat,4,3.0,€,570.0764818078366,"['Carrer de Monlau, 60', '08027 Barcelona', 'Spain']",dedcd93fbe85671e73c79baf58bd7fed
40,8GS5ZJFm93yuEwPFm8Vpiw,El Burro Chilango,6,4.0,€€€,344.0422761758548,"['Carrer del Cinca, 86', '08030 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
41,eUT7WHGrjxmL3-fyRFGB4g,Tommy Mel's,20,3.5,€€,805.991905407184,"['Carrer de Potosí, 2', '08030 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
42,V4RnaSq1emDAKYpXY2a_qw,Giuliani's,6,4.0,€,666.3546864176731,"['Carrer de Potosí\xad, 2', '08030 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
43,2Eudmsaey5Aufe2r-D98HQ,La Burguesa,6,4.5,€,792.7102189546883,"['Carrer de Potosi, 2', '08030 Badalona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
44,DGdgtNYqS5vqYdi6N8C_qQ,Pura Brasa,6,3.5,€€,453.36389807655337,"['Passeig de Torras i Bages, 63', '08030 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
45,Ra46o4ASIEidnHku-StIAA,Brasayleña,10,3.0,€€,660.0549030612664,"['C. C. La Maquinista', 'Carrer de Potosí, 2', '08030 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
46,xtnO729keWWh7QO_70Xv5w,Marín,5,4.5,€,718.7894422240305,"['Passeig de Torras i Bages, 16', '08030 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
47,Ze_sMeHnaV4F_Tq8eTCWQw,VIPS,1,4.0,,747.0747935205741,"['Carrer de Potosí, 2', '08030 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
48,a_vxwXFCQnf_qLvU740cTw,Versalles,11,3.5,€€,902.4460204796102,"['Carrer Gran de Sant Andreu, 255', '08030 Barcelona', 'Spain']",5c10c2dba1c5a8e8d9dcbb251fd8eab7
49,bbA-5bEnrS3saFowCMYP5A,L'antic Colmado,1,4.0,€€,553.1352685733542,"['Passeig Torras i Bages, 46', '08030 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
50,0DwbgcmtzIZBqXsgvugpXg,La Tagliatella,1,4.0,€€,1214.078818393444,"['Avinguda de Rio de Janeiro, 42', '08016 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
51,SYuYWgM-6fK02802_ennLg,Passione Per La Pizza,1,4.0,,974.520230200343,"['Carrer de Molí, 4', '08016 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
52,51V7XRMLlExXYnwCTUxWDg,Ribs,6,2.5,€€,778.5687847884429,"['Carrer de Potosí, 2', '08030 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
53,NpjulV6N_uwsW6-zz85_ug,La Tagliatella,3,3.5,€€,733.4977633277588,"['Paseo de Potosí, 2', '08030 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
54,4hWgQrEluQI6e5cejEczSw,Mcdonald's,1,4.0,€,1213.7738976286407,"['Avinguda de Rio de Janeiro, 42', '08016 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
55,-ZAM3c37vTt_lnYuhjtfAw,Namaskar Nepal,1,4.0,,712.6640715885184,"['Carrer de Hipòlit Làzaro, 34', '08025 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
56,87KiFKByKPECgel477x7xA,Pans & Company,1,4.0,,732.7505513352543,"[""Carrer de la Ciurtat d'Asunción, 16"", '08030 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
57,tiqYOVggfB36kQezdAcuFg,Pollo Campero,1,4.0,,740.7985170179932,"['Carrer de Potosí, 2', '08030 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
58,9zE0QaGMdFWb8LaijuFTIA,McDonald's,1,4.0,,679.7993719047031,"['C. C. La Maquinista', ""Carrer Ciutat d'Asunción, s/n"", '08030 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
59,wZqNdrDH77dWmlvthhxpPw,Foster's Hollywood,5,3.0,€€,679.4207294873838,"['Carrer de Potosí, 2', 'Local A 14', '08030 Barcelona', 'Spain']",f1aaf083aaa04498aad975bc45bdc089
60,3HiEACBcj1YY9SjspVZykQ,Cañete,482,4.5,€€€,269.3207153173723,"['Carrer de la Unió, 17', '08001 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
61,Dpj3GRQstOW5cbhBYg2-iw,Cera 23,579,4.5,€€,393.03625208702107,"['Carrer de la Cera, 23', '08001 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
62,kNWiWyEYPY4MQ2u7ClEkbA,Suculent,59,4.5,€€€,80.8636213578441,"['Rambla del Raval, 45', '08001 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
63,GDFwIRwDxvhRdTGJE2a4aw,Arume,718,4.5,€€€,427.5260670232392,"[""Carrer d'En Botella, 11"", '08007 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
64,J1W-jHLrJpWAB_CVnqDiNA,My Fucking Restaurant,137,4.5,€€€,203.19256461612952,"['Carrer Nou de la Rambla, 35', '08001 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
65,hpcs8Rsp0dKctUFH5vhc4g,Guell,88,4.5,€€,281.5872145909595,"['Calle Nou de la Rambla, 20', '08001 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
66,zoTZjjiUKYwzCJWQsX92bg,Trópico,47,4.5,€€,63.09023381475398,"['Carrer del Marquès de Barberà, 24', '08001 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
67,TREkgZxiyc_9ORrlTimuIQ,Tapeo,521,4.5,€€€,1207.234099335709,"['Carrer de Montcada, 29', '08003 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
68,MqPEG1lKKj1A6rB_zx_-9w,A Tu Bola,81,4.5,€,323.7708313669252,"['Carrer Hospital 78', '08001 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
69,aVyDxCYg2kTLpaz_9DP6uQ,Arcano,346,4.5,€€€,1060.921828783051,"['Carrer dels Mercaders, 10', '08003 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
70,3YaqE9qZzE6gkQSFttWwPg,Viana,98,4.5,€€€,523.4285493219866,"['Carrer del Vidre, 7', '08002 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
71,SkCOljSgmQWSbKpw5ANbhQ,Las Fernández,31,5.0,€€,365.12055329736756,"['Carrer de les Carretes, 11', '08002 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
72,YmJQJsEsTwvyucwRGagVJw,Teresa Carles,388,4.5,€€,870.1491317183127,"['Carrer de Jovellanos, 2', '08001 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
73,HGv_ypPtOq1Ys6y_5_HLnQ,O'Toxo 3 Hermanos,115,4.5,€€,444.218566898299,"['Carrer del Carme, 59', '08001 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
74,K3KMTCmmLVGjfMEwh3C97Q,Zeeshan Kebabish,26,4.0,€,53.375382744461575,"['Carrer del Marques de Barbera, 26', '08001 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
75,x8BF7FwmFD0MrT992wl11A,El Quim de la Boqueria,280,4.5,€€,483.00875306663335,"['La Rambla, 91', 'Mercat de la Boqueria', '08001 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
76,9RQkjhGJsh6-KbhNzhGUZg,Quimet & Quimet,487,4.5,€€,586.3064237117137,"['Carrer del Poeta Cabanyes, 25', '08004 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
77,Cn1geHmwrvKu1qQISgQKgA,Sensi,402,4.5,€€,836.9512120851725,"['Carrer Ample, 26', '08002 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
78,HNt98bt3X42WTTEKcVzE3w,La Monroe,22,4.0,€€,126.27179371164735,"['Plaza Salvador Seguí, 1', '08001 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
79,beISuI2RsALUavVH_RgVpA,Ølgod,19,4.5,€,317.69944057191304,"[""Carrer de l'Hospital, 74"", '08001 Barcelona', 'Spain']",4a30020e6926a2ba39f88be0f6bba5cb
80,ioeSUAb2WZZpaq-IPJqWdg,Tickets,201,4.5,€€€€,373.38414402729586,"['Avenida del Paral·lel, 164', '08015 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
81,aoEg4PvrEMUSYUDgCcrgvg,Bodega 1900,149,4.5,€€,353.62611571020295,"['Carrer de Tamarit, 91', '08015 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
82,O6KFhSvL917el7uO6xzvMA,Mondoré,79,4.5,€€,186.09376335895936,"['Carrer Floridablanca, 3', '08015 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
83,eXaypI6moJz38iX8WaERbA,Pakta,42,4.5,€€€€,211.83792975852063,"['Carrer de Lleida, 5', '08004 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
84,aSYyZ2oEiOTaLbQ__cffZA,Casa de Tapes Cañota,60,4.0,€€,225.94854641563992,"['Carrer de Lleida, 7', '08004 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
85,AeEKFb0WkzeEZ5YSezeJYw,TAPS,43,5.0,€,369.10749989033746,"['Carrer de Mare de Deu del Remei, 53', '08004 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
86,btfM5BoVGY0ZdolGfRVEhg,Cinc Sentits,66,4.5,€€€€,380.45679329027746,"[""Carrer d'Entença, 60"", '08015 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
87,i9AB1G0YDmb3ibhvkFN8xg,L'Amfora Barcelona,35,4.0,€€€,106.00983371062202,"['Avinguda del Paraŀlel, 184', '08015 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
88,YwDhw6ZKtrkYvQuOQ_Yzug,Enigma Concept,29,4.5,€€€€,240.55366690080595,"['Carrer de Sepúlveda, 38', '08015 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
89,jdaF6f2fCPcWu1TYsbahZA,La Gastronómica,15,4.5,,113.7554880030325,"['Carrer de Vilamarí, 9-15', '08015 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
90,Ak649oBGVtFd93MNDgoTQg,Ochobcn,35,4.5,€€,422.0273623106028,"['Carrer de Tamarit, 109', '08015 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
91,yFKLfinf168DWBzBOicFYQ,Pulpería A Gudiña,47,4.0,€€,337.53771873906135,"[""Carrer d'Entença, 2"", '08015 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
92,DXeJgFiBsZ0_uGmSzTRIog,The Fish & Chips Shop,50,4.5,€,416.6942064119249,"['Carrer de Rocafort, 70', '08015 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
93,XudBLNKy2hRWQItrkiolpw,Rías de Galicia,28,4.0,€€€€,225.94854641563992,"['Carrer de Lleida, 7', '08004 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
94,mWU01PLkx-IYpgI_O9yY2Q,Copasetic,57,4.5,€,572.6800243592766,"['Carrer de la Diputació, 55', '08015 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
95,dxESYw6ai6mnkXDicW9GRA,Portonovo Silvestre,94,4.0,€€,441.18956413144406,"['Carrer de la Creu Coberta, 37', '08014 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
96,9JPRPmvcJonLyLQx7WZVbw,Morrow Coffee,21,4.5,€€,242.08630252433716,"['Gran Via de les Corts Catalanes, 403', '08015 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
97,CzMqI4jWYOGl3gRAUrWpWw,Suarna,9,4.0,€,30.778333332350382,"['Carrer de Llançà, 1', '08015 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
98,u6kzHYWVzI-ItxjD4oprfQ,Pura Brasa,44,3.5,€€,211.49244140513278,"['Gran Via de les Corts Catalanes, 373-385', '08015 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
99,DY_JiuSU_f0jnHn27cTXag,Espai Kru,9,4.5,€€€,225.94854641563992,"['Carrer Lleida, 7', '08004 Barcelona', 'Spain']",e964297fbcd2fc96bb6632e5a530d0df
100,J8Y1eBTybJh1zozCrpwreA,Pizza Bulls,7,4.5,€,175.41418207774038,"['Gran Via de les Corts Catalans, 972', '08018 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
101,pdROjVIB39Z90DqWGZlX2A,Recasens,62,4.5,€€,812.0412536199315,"['Rambla del Poblenou, 102', '08005 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
102,7OYBlCoI6c9SnDyOwojPTQ,Xorus,39,4.5,€€,735.6356420475073,"['Rambla de Poblenou, 105', '08005 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
103,Z264qCbP07H-FCIFHmPLiQ,Cerveseria Catalunya,2,5.0,,5.765902299409197,"['Gran Via de les Corts Catalanes 944', '08018 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
104,e6LLN53T0KhgFiI5fjD01g,Doncurado,17,4.5,€€€,537.3557653022926,"['Rambla de Poblenou, 125', '08018 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
105,D8FDLYYLF8_rGpzen7gJrg,Els Tres Porquets,9,4.0,€€€,290.4492774980075,"['Rambla Poblenou, 165', '08005 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
106,E4qgWs_GNxxbzJ8oxNw9BQ,Mika Milan,24,4.0,€€,529.6896535401985,"['Rambla del Poblenou, 127', '08018 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
107,YcM-i1E6yMTZT1UbbeFuhA,Little Fern,12,5.0,,763.0611206730749,"['Carrer de Pere IV, 168', '08005 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
108,vPB0p23VR33Su14itTo9gQ,Kalamata,13,5.0,,610.132067563889,"['Carrer de Pere IV, 185', '08018 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
109,ZTVKIyRlGsCqNM2WxTOeig,Celler Ca la Paqui,9,5.0,€€,225.4475089212714,"['Carrer de Sant Joan de Malta, 53', '08018 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
110,R9hBpl9hSVg6GroDtxWEog,Més De Vi,12,5.0,€€€,1279.7452550009366,"['Maria Aguilo, 123', '08005 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
111,eX4FaGkzr-tiPmmVNq23vg,Lafuente,4,5.0,,137.29592125788818,"['Gran Via de les Corts Catalanes, 931', '08018 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
112,YTljttEkYNgBHHXihIYgWQ,Nanaya,16,4.0,€€,442.4312600942975,"['Avinguda Diagonal, 173', '08018 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
113,1NPcN1BuUvau-p3vyeuPcQ,L'Aldilà,14,4.5,€€,609.2457945259913,"['Carrer de la Llacuna, 106-108', '08018 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
114,xPfyysIMlQhR3Zp49Ct81A,O Principe,17,5.0,€€,862.4894805358246,"['Carrer de Pujades, 209', '08005 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
115,_CEd6_z3GIIBPGgI_8IoKg,El 58,50,4.5,€€,1118.7956087685918,"['Rambla Poblenou, 58', '08005 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
116,qldDKSUkLqdOypquAOq1gg,Madame George,7,5.0,€,897.7385226116313,"['Carrer de Pujades, 179', '08005 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
117,wiart56RHNOavXRDmlxSYA,Nice Spice,25,4.0,€€,872.3037057715285,"['Carrer de Pujades, 207', '08005 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
118,IkCtRGET3R2yPGP5uoSgNA,El Timbal,11,4.5,€€,733.653013610688,"['Carrer de Marià Aguiló, 22', '08005 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
119,EY-x6rRWmbGHuJQCvm8QSw,Rostisseria Gómez,3,5.0,,194.45265877634324,"['Carrer de Sant Joan de Malta, 48', '08901 Barcelona', 'Spain']",77e6513f3a43c3054c71144be4132e59
120,4YsuUurRs2aSHTfn_42vCQ,Bell e Buon,36,5.0,€€€,797.0249314495113,"['Travessera de Grácia, 441', '08025 Barcelona', 'Spain']",23b6f7550b25fbd13f67b32e2bbde1e1
121,mFPTlBy-CXxBsiykua9lLg,Braseria Cal Ramon,11,4.5,€€,841.4511733258897,"['Avinguda Gaudí, 74', '08025 Barcelona', 'Spain']",23b6f7550b25fbd13f67b32e2bbde1e1
122,LG1IUqf4zHLaax8XmkYtbQ,Il Piccolo Focone,25,4.5,€€,1029.7818839948804,"['Carrer del Dos de Maig, 268', '08025 Barcelona', 'Spain']",23b6f7550b25fbd13f67b32e2bbde1e1
123,ADd-JL8as04jfxB6Cqv1ug,Taverna El Ficus,2,4.5,€€,63.72585089749691,"['Carrer Renaixença, 53', '08041 Barcelona', 'Spain']",23b6f7550b25fbd13f67b32e2bbde1e1
124,iRrsa0bQbTtHzBjsHIprqQ,Beering Barcelona,10,4.5,€,548.5641984697418,"['Carrer de las Navas de Tolosa, 355', '08041 Barcelona', 'Spain']",dedcd93fbe85671e73c79baf58bd7fed
125,J1vHLZvSRfkNpy2x8OuVaQ,Torre Rosa,21,4.0,€€,609.8954662679022,"['Carrer de Francesc Tàrrega, 22', '08027 Barcelona', 'Spain']",dedcd93fbe85671e73c79baf58bd7fed
126,wjS9VQT-mkHF8w--c9RuPg,Seoul,19,4.0,€€,864.0573453526981,"['Avinguda de Gaudí, 70', '08025 Barcelona', 'Spain']",23b6f7550b25fbd13f67b32e2bbde1e1
127,pSPtokqGK69OOQYswbGD6g,Santutxo,60,4.5,€,1021.3866682460742,"['Carrer de Provença, 571', '08026 Barcelona', 'Spain']",23b6f7550b25fbd13f67b32e2bbde1e1
128,V3czux6ylMbNGtEgLAPcdA,Bella Istanbul 2,8,4.5,€€,821.7741586688666,"['Calle Industria, 164-164', '08025 Barcelona', 'Spain']",23b6f7550b25fbd13f67b32e2bbde1e1
129,JWS07zyIk0UGMNW7Csuu7Q,Insòlita Gea,18,4.5,€€,781.6631013984049,"['Carrer Sant Antoni Maria Claret, 220', '08025 Barcelona', 'Spain']",23b6f7550b25fbd13f67b32e2bbde1e1
130,q3trAbP806yL7eNnESQ1Nw,Miseria e Nobilta,5,5.0,€,785.0650664529019,"['Carrer de Besalú, 46', '08026 Barcelona', 'Spain']",23b6f7550b25fbd13f67b32e2bbde1e1
